id,topic,source_id,instruction,input,output
TRAIN_148,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chở người già yếu hoặc người khuyết tật có thuộc trường hợp được chở tối đa hai người không?,"Có. Chở người già yếu hoặc người khuyết tật là trường hợp được chở tối đa hai người trên xe mô tô hai bánh, xe gắn máy."
TRAIN_149,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe mô tô ba bánh có phải đội mũ bảo hiểm không?,Có. Người lái xe mô tô ba bánh phải đội mũ bảo hiểm theo đúng quy chuẩn kỹ thuật quốc gia và cài quai đúng quy cách.
TRAIN_150,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người được chở trên xe mô tô ba bánh có phải đội mũ bảo hiểm không?,Có. Người được chở trên xe mô tô ba bánh phải đội mũ bảo hiểm theo đúng quy chuẩn kỹ thuật quốc gia và cài quai đúng quy cách.
TRAIN_151,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Sử dụng chân chống quệt xuống đường khi xe máy đang chạy có được phép không?,"Không. Người lái xe mô tô, xe gắn máy không được sử dụng chân chống hoặc vật khác quệt xuống đường khi xe đang chạy."
TRAIN_152,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Bịt mắt điều khiển xe máy có được phép không?,"Không. Người lái xe mô tô, xe gắn máy không được bịt mắt điều khiển xe."
TRAIN_153,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Điều 33 quy định về đối tượng nào?,"Điều 33 quy định về người lái xe, người được chở và hàng hóa xếp trên xe mô tô, xe gắn máy."
TRAIN_154,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người ngồi sau xe máy có được ngồi trên tay lái không?,"Không. Người được chở trên xe mô tô, xe gắn máy không được ngồi trên tay lái."
TRAIN_155,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được dẫn dắt vật nuôi khi điều khiển xe không?,"Không. Người lái xe không được sử dụng xe để dẫn dắt vật nuôi khi điều khiển xe mô tô, xe gắn máy."
TRAIN_156,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Xe mô tô, xe gắn máy có được xếp hàng hóa quá giới hạn quy định không?","Không. Xe mô tô, xe gắn máy không được xếp hàng hóa vượt quá giới hạn về chiều rộng, phía sau và chiều cao theo quy định."
TRAIN_157,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đi xe bằng hai bánh đối với xe mô tô ba bánh có bị cấm không?,"Có. Người lái xe mô tô, xe gắn máy ba bánh không được đi xe bằng hai bánh."
TRAIN_158,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người được chở trên xe máy có được kéo hoặc đẩy phương tiện khác không?,"Không. Người được chở không được bám, kéo hoặc đẩy các phương tiện khác."
TRAIN_159,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được chở người ngồi trên giá đèo hàng không?,"Không. Người lái xe không được chở người đứng trên xe, giá đèo hàng hoặc ngồi trên tay lái."
TRAIN_160,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Hành vi khác gây mất trật tự, an toàn giao thông đường bộ trên xe máy có bị cấm không?","Có. Người lái xe và người được chở trên xe mô tô, xe gắn máy không được thực hiện hành vi khác gây mất trật tự, an toàn giao thông đường bộ."
TRAIN_161,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không chấp hành biển báo hoặc vạch kẻ đường bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu hoặc vạch kẻ đường có thể bị phạt tiền từ 200.000 đồng đến 400.000 đồng, trừ các trường hợp được quy định riêng."
TRAIN_162,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không có tín hiệu trước khi vượt bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không có tín hiệu trước khi vượt hoặc có tín hiệu nhưng không sử dụng trong suốt quá trình vượt có thể bị phạt từ 200.000 đồng đến 400.000 đồng."
TRAIN_163,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chở người ngồi trên xe sử dụng ô bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chở người ngồi trên xe sử dụng ô có thể bị phạt từ 200.000 đồng đến 400.000 đồng."
TRAIN_164,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chuyển làn không đúng nơi cho phép bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chuyển làn không đúng nơi cho phép hoặc không có tín hiệu báo trước có thể bị phạt từ 200.000 đồng đến 400.000 đồng."
TRAIN_165,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không bật đèn chiếu sáng từ 18 giờ đến 06 giờ bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không sử dụng đèn chiếu sáng trong thời gian từ 18 giờ ngày hôm trước đến 06 giờ ngày hôm sau có thể bị phạt từ 200.000 đồng đến 400.000 đồng."
TRAIN_166,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy sử dụng còi từ 22 giờ đến 05 giờ trong khu đông dân cư bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy sử dụng còi từ 22 giờ đến 05 giờ trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh có thể bị phạt từ 200.000 đồng đến 400.000 đồng, trừ xe ưu tiên đang làm nhiệm vụ."
TRAIN_167,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy dưới tốc độ tối thiểu cho phép bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy dưới tốc độ tối thiểu trên đoạn đường có quy định tốc độ tối thiểu có thể bị phạt từ 200.000 đồng đến 400.000 đồng."
TRAIN_168,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy quá tốc độ từ 05 km/h đến dưới 10 km/h bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy quá tốc độ từ 05 km/h đến dưới 10 km/h có thể bị phạt từ 400.000 đồng đến 600.000 đồng."
TRAIN_169,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy tốc độ thấp mà không đi bên phải gây cản trở giao thông bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy tốc độ thấp mà không đi bên phải phần đường xe chạy gây cản trở giao thông có thể bị phạt từ 400.000 đồng đến 600.000 đồng."
TRAIN_170,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chở theo 02 người bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chở theo 02 người có thể bị phạt từ 400.000 đồng đến 600.000 đồng, trừ các trường hợp được phép theo quy định."
TRAIN_171,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không đội mũ bảo hiểm bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không đội mũ bảo hiểm hoặc đội mũ không cài quai đúng quy cách có thể bị phạt từ 400.000 đồng đến 600.000 đồng."
TRAIN_172,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chở người ngồi trên xe máy không đội mũ bảo hiểm bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chở người ngồi trên xe không đội mũ bảo hiểm hoặc đội mũ không cài quai đúng quy cách có thể bị phạt từ 400.000 đồng đến 600.000 đồng, trừ một số trường hợp theo quy định."
TRAIN_173,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy quay đầu tại nơi không được quay đầu bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy quay đầu xe tại nơi không được quay đầu có thể bị phạt từ 400.000 đồng đến 600.000 đồng, trừ trường hợp được quy định riêng."
TRAIN_174,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chuyển hướng không quan sát hoặc không có tín hiệu báo rẽ bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chuyển hướng không quan sát, không bảo đảm khoảng cách an toàn, không giảm tốc độ hoặc không có tín hiệu báo hướng rẽ có thể bị phạt từ 600.000 đồng đến 800.000 đồng."
TRAIN_175,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chở từ 03 người trở lên bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chở theo từ 03 người trở lên trên xe có thể bị phạt từ 600.000 đồng đến 800.000 đồng."
TRAIN_176,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy đi không đúng phần đường hoặc làn đường bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy đi không đúng phần đường, làn đường quy định có thể bị phạt từ 600.000 đồng đến 800.000 đồng."
TRAIN_177,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy vượt bên phải trong trường hợp không được phép bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy vượt bên phải trong trường hợp không được phép có thể bị phạt từ 600.000 đồng đến 800.000 đồng."
TRAIN_178,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy trong hầm đường bộ không dùng đèn chiếu sáng gần bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy trong hầm đường bộ không sử dụng đèn chiếu sáng gần có thể bị phạt từ 600.000 đồng đến 800.000 đồng."
TRAIN_179,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy dàn hàng ngang từ 03 xe trở lên bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy dàn hàng ngang từ 03 xe trở lên có thể bị phạt từ 600.000 đồng đến 800.000 đồng."
TRAIN_180,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy quá tốc độ từ 10 km/h đến 20 km/h bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy quá tốc độ từ 10 km/h đến 20 km/h có thể bị phạt từ 800.000 đồng đến 1.000.000 đồng."
TRAIN_181,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy vượt xe tại nơi cấm vượt bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy vượt xe trong trường hợp không được vượt hoặc tại đoạn đường có biển cấm vượt có thể bị phạt từ 800.000 đồng đến 1.000.000 đồng."
TRAIN_182,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người đang điều khiển xe máy dùng tay cầm điện thoại bị phạt bao nhiêu?,"Người đang điều khiển xe mô tô, xe gắn máy dùng tay cầm và sử dụng điện thoại hoặc thiết bị điện tử khác có thể bị phạt từ 800.000 đồng đến 1.000.000 đồng."
TRAIN_183,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Xe máy gây tai nạn mà không dừng ngay, không giữ hiện trường ở nhóm phạt nào?","Người điều khiển xe mô tô, xe gắn máy có liên quan trực tiếp đến vụ tai nạn mà không dừng ngay phương tiện, không giữ nguyên hiện trường, không trợ giúp người bị nạn có thể bị phạt từ 1.000.000 đồng đến 2.000.000 đồng, trừ trường hợp được quy định nặng hơn."
TRAIN_184,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy có nồng độ cồn chưa vượt quá 50 mg/100 ml máu bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy có nồng độ cồn nhưng chưa vượt quá 50 mg/100 ml máu hoặc chưa vượt quá 0,25 mg/l khí thở có thể bị phạt từ 2.000.000 đồng đến 3.000.000 đồng."
TRAIN_185,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy đi vào khu vực cấm bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy đi vào khu vực cấm hoặc đường có biển cấm đi vào đối với loại phương tiện đang điều khiển có thể bị phạt từ 2.000.000 đồng đến 3.000.000 đồng, trừ trường hợp được quy định riêng."
TRAIN_186,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không nhường đường khi từ đường nhánh ra đường chính bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không giảm tốc độ hoặc dừng lại và nhường đường khi đi từ đường không ưu tiên ra đường ưu tiên, từ đường nhánh ra đường chính có thể bị phạt từ 2.000.000 đồng đến 3.000.000 đồng."
TRAIN_187,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy đi ngược chiều đường một chiều bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy đi ngược chiều của đường một chiều hoặc đi ngược chiều trên đường có biển cấm đi ngược chiều có thể bị phạt từ 4.000.000 đồng đến 6.000.000 đồng, trừ trường hợp được quy định riêng."
TRAIN_188,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy đi vào đường cao tốc bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy đi vào đường cao tốc có thể bị phạt từ 4.000.000 đồng đến 6.000.000 đồng, trừ xe phục vụ việc quản lý, bảo trì đường cao tốc."
TRAIN_189,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không chấp hành đèn tín hiệu giao thông bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không chấp hành hiệu lệnh của đèn tín hiệu giao thông có thể bị phạt từ 4.000.000 đồng đến 6.000.000 đồng."
TRAIN_190,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không chấp hành hiệu lệnh của người điều khiển giao thông bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không chấp hành hiệu lệnh, hướng dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông có thể bị phạt từ 4.000.000 đồng đến 6.000.000 đồng."
TRAIN_191,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không nhường đường cho xe ưu tiên đang phát tín hiệu bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không nhường đường hoặc gây cản trở xe được quyền ưu tiên đang phát tín hiệu ưu tiên đi làm nhiệm vụ có thể bị phạt từ 4.000.000 đồng đến 6.000.000 đồng."
TRAIN_192,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy quá tốc độ trên 20 km/h bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy quá tốc độ quy định trên 20 km/h có thể bị phạt từ 6.000.000 đồng đến 8.000.000 đồng."
TRAIN_193,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy có nồng độ cồn vượt quá 50 đến 80 mg/100 ml máu bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy có nồng độ cồn vượt quá 50 đến 80 mg/100 ml máu hoặc vượt quá 0,25 đến 0,4 mg/l khí thở có thể bị phạt từ 6.000.000 đồng đến 8.000.000 đồng."
TRAIN_194,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Xe máy lạng lách, đánh võng bị phạt bao nhiêu?","Người điều khiển xe mô tô, xe gắn máy lạng lách, đánh võng trên đường bộ có thể bị phạt từ 8.000.000 đồng đến 10.000.000 đồng."
TRAIN_195,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy có nồng độ cồn vượt quá 80 mg/100 ml máu bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy có nồng độ cồn vượt quá 80 mg/100 ml máu hoặc vượt quá 0,4 mg/l khí thở có thể bị phạt từ 8.000.000 đồng đến 10.000.000 đồng."
TRAIN_196,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Không chấp hành yêu cầu kiểm tra nồng độ cồn khi đi xe máy bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ có thể bị phạt từ 8.000.000 đồng đến 10.000.000 đồng."
TRAIN_197,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Điều khiển xe máy có chất ma túy trong cơ thể bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy trong cơ thể có chất ma túy hoặc chất kích thích khác mà pháp luật cấm sử dụng có thể bị phạt từ 8.000.000 đồng đến 10.000.000 đồng."
TRAIN_198,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Xe máy sử dụng còi, rú ga liên tục trong khu đông dân cư bị phạt bao nhiêu?","Người điều khiển xe mô tô, xe gắn máy sử dụng còi, rú ga liên tục trong khu đông dân cư hoặc khu vực cơ sở khám bệnh, chữa bệnh có thể bị phạt từ 8.000.000 đồng đến 10.000.000 đồng, trừ xe ưu tiên đang làm nhiệm vụ."
TRAIN_199,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chạy quá tốc độ gây tai nạn bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy chạy quá tốc độ gây tai nạn giao thông có thể bị phạt từ 10.000.000 đồng đến 14.000.000 đồng."
TRAIN_200,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy đi vào đường cao tốc gây tai nạn bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy đi vào đường cao tốc gây tai nạn giao thông có thể bị phạt từ 10.000.000 đồng đến 14.000.000 đồng."
TRAIN_201,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Buông cả hai tay khi đang điều khiển xe máy bị xử lý hình thức gì?,"Người điều khiển xe mô tô, xe gắn máy buông cả hai tay khi đang điều khiển xe có thể bị tịch thu phương tiện."
TRAIN_202,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Điều khiển xe máy chạy bằng một bánh bị xử lý thế nào?,"Người điều khiển xe mô tô, xe gắn máy chạy bằng một bánh đối với xe hai bánh có thể bị tịch thu phương tiện."
TRAIN_203,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Tái phạm hành vi lạng lách, đánh võng bằng xe máy bị xử lý thế nào?","Người điều khiển xe mô tô, xe gắn máy tái phạm hành vi lạng lách, đánh võng có thể bị tịch thu phương tiện."
TRAIN_204,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Hành vi chạy quá tốc độ từ 10 km/h đến 20 km/h bằng xe máy có bị trừ điểm không?,"Theo khoản 13 Điều 7, hành vi tại điểm a khoản 4, tức chạy quá tốc độ từ 10 km/h đến 20 km/h, bị trừ 04 điểm giấy phép lái xe."
TRAIN_205,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đi xe máy vào đường cao tốc bị trừ bao nhiêu điểm?,"Theo khoản 13 Điều 7, hành vi điều khiển xe đi vào đường cao tốc tại điểm b khoản 7 bị trừ 06 điểm giấy phép lái xe."
TRAIN_206,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Không chấp hành đèn tín hiệu khi đi xe máy bị trừ bao nhiêu điểm?,"Theo khoản 13 Điều 7, hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông tại điểm c khoản 7 bị trừ 04 điểm giấy phép lái xe."
TRAIN_207,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy có nồng độ cồn mức thấp bị trừ bao nhiêu điểm?,"Theo khoản 13 Điều 7, hành vi có nồng độ cồn ở mức quy định tại điểm a khoản 6 bị trừ 04 điểm giấy phép lái xe."
TRAIN_208,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy có nồng độ cồn vượt quá 50 đến 80 mg/100 ml máu bị trừ bao nhiêu điểm?,"Theo khoản 13 Điều 7, hành vi quy định tại điểm b khoản 8 bị trừ 10 điểm giấy phép lái xe."
TRAIN_209,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy vi phạm gây tai nạn thuộc khoản 10 bị trừ bao nhiêu điểm?,"Theo khoản 13 Điều 7, hành vi quy định tại khoản 10 Điều 7 bị trừ 10 điểm giấy phép lái xe."
TRAIN_210,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chở từ 03 người trở lên bị trừ điểm không?,"Theo khoản 13 Điều 7, hành vi chở theo từ 03 người trở lên tại điểm b khoản 3 bị trừ 02 điểm giấy phép lái xe."
TRAIN_211,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy không nhường đường cho xe ưu tiên bị trừ bao nhiêu điểm?,"Theo khoản 13 Điều 7, hành vi không nhường đường hoặc gây cản trở xe ưu tiên tại điểm đ khoản 7 bị trừ 04 điểm giấy phép lái xe."
TRAIN_212,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy đi ngược chiều đường một chiều bị trừ bao nhiêu điểm?,"Theo khoản 13 Điều 7, hành vi đi ngược chiều của đường một chiều tại điểm a khoản 7 bị trừ 02 điểm giấy phép lái xe."
TRAIN_213,xu_phat_xe_may,DEC168,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy gây tai nạn rồi bỏ hiện trường bị phạt bao nhiêu?,"Người điều khiển xe mô tô, xe gắn máy gây tai nạn giao thông mà không dừng ngay phương tiện, không giữ nguyên hiện trường, không trợ giúp người bị nạn hoặc không trình báo có thể bị phạt từ 8.000.000 đồng đến 10.000.000 đồng."
